experiment	gene_identifier	log2_fc	n_trt	n_ctl	expression_ctl0	log10_p	log10_p_bh
2	293828_at	0.627906977	3	2	2.872	-1.081165875	-0.082156253
2	315189_at	-0.11627907	3	2	2.136	-0.10563748	-0.013272666
2	65185_at	0.518272425	3	2	4.24	-0.482123679	-0.050911019
2	171347_at	0.252491694	3	2	3.162	-0.28461582	-0.035350588
2	65187_at	-1.262458472	3	2	1.384	-0.779937532	-0.065189158
2	364535_at	0.172757475	3	2	2.555	-0.287999548	-0.036077582
2	312566_at	-0.348837209	3	2	2.221	-0.362391972	-0.043231852
2	306487_at	-0.019933555	3	2	3.217	-0.022485052	-0.003205475
2	360738_at	0.325581395	3	2	2.633	-0.392810435	-0.046010949
2	689625_at	-0.797342193	3	2	2.193	-1.416805285	-0.10450964
2	313050_at	-0.647840532	3	2	2.312	-0.936774295	-0.076228404
2	362119_at	-0.794019934	3	2	3.778	-0.894771787	-0.073105595
2	361165_at	-0.445182724	3	2	3.242	-0.733797602	-0.065116852
2	286908_at	-0.571428571	3	2	2.139	-0.621184748	-0.064373684
2	80840_at	-2.079734219	3	2	1.313	-0.750665126	-0.065116852
2	290050_at	0.76744186	3	2	1.834	-0.454292852	-0.048147234
2	498875_at	0.976744186	3	2	1.691	-0.549921694	-0.058824065
2	308894_at	2.581395349	3	2	1.794	-2.407817104	-0.271863125
2	116565_at	0.255813953	3	2	3.044	-0.400855586	-0.046187636
2	297960_at	-1.395348837	3	2	1.163	-0.400524733	-0.046187636
2	303678_at	-0.332225914	3	2	2.596	-0.35471446	-0.042809186
2	29432_at	-0.352159468	3	2	2.529	-0.338713303	-0.041617385
2	313757_at	-0.348837209	3	2	2.91	-0.511771939	-0.053652315
2	156767_at	-1.242524917	3	2	2.056	-1.750911233	-0.122825627
2	290959_at	1.053156146	3	2	3.094	-1.935353615	-0.148378072
2	301008_at	-0.202657807	3	2	1.855	-0.123177039	-0.016394186
2	289990_at	0.186046512	3	2	3.451	-0.270567333	-0.034819732
2	84012_at	1.225913621	3	2	1.696	-1.646143031	-0.110398167
2	363538_at	1.136212625	3	2	0.894	-0.3328796	-0.041414908
2	29734_at	-0.026578073	3	2	3.075	-0.029861257	-0.004206669
2	309098_at	-0.455149502	3	2	2.623	-0.465360353	-0.049449343
2	301038_at	0.34551495	3	2	2.963	-0.481358385	-0.050911019
2	24225_at	0.956810631	3	2	1.801	-0.668431237	-0.065116852
2	288917_at	0.445182724	3	2	2.644	-0.654427472	-0.065116852
2	362925_at	-0.42192691	3	2	2.285	-0.563887788	-0.059314898
2	308140_at	-0.149501661	3	2	2.642	-0.15346889	-0.019087144
2	286913_at	0.661129568	3	2	1.356	-0.211771738	-0.027145305
2	309458_at	-0.142857143	3	2	2.811	-0.214022268	-0.027305474
2	314264_at	-0.282392027	3	2	1.127	-0.109308548	-0.014159602
2	25126_at	-0.209302326	3	2	2.388	-0.21930658	-0.028286707
2	304500_at	0.07641196	3	2	2.686	-0.070418461	-0.009453895
2	300441_at	0.305647841	3	2	4.122	-0.335111946	-0.041491634
2	362931_at	-0.249169435	3	2	1.942	-0.120536795	-0.015714865
2	83571_at	-0.073089701	3	2	3.069	-0.089258702	-0.011521942
2	499856_at	0.219269103	3	2	1.352	-0.091780737	-0.01166878
2	286917_at	-0.122923588	3	2	2.858	-0.180228142	-0.022396057
2	300447_at	0.514950166	3	2	3.071	-0.567494195	-0.059314898
2	25129_at	-0.016611296	3	2	1.56	-0.006396363	-0.001036279
2	313755_at	0.372093023	3	2	1.924	-0.483656488	-0.050931781
2	29140_at	-0.561461794	3	2	1.82	-0.477380481	-0.050288013
2	85419_at	-0.029900332	3	2	2.797	-0.02824917	-0.003968235
2	309381_at	0.169435216	3	2	2.707	-0.148649851	-0.018216222
2	364419_at	-0.019933555	3	2	2.899	-0.025644064	-0.003544036
2	25013_at	0.704318937	3	2	1.112	-0.277156118	-0.034819732
2	304204_at	0.139534884	3	2	2.58	-0.164968998	-0.021403774
2	25183_at	0.342192691	3	2	3.551	-0.576005484	-0.059681584
2	304971_at	-0.438538206	3	2	1.944	-0.647394344	-0.065116852
2	140910_at	0.710963455	3	2	3.962	-0.77089266	-0.065116852
2	297453_at	0.325581395	3	2	2.154	-0.24866489	-0.032640669
2	289007_at	-1.760797342	3	2	0.908	-0.577798128	-0.059775845
2	170842_at	-0.089700997	3	2	3.575	-0.090019618	-0.011538234
2	299510_at	-0.119601329	3	2	2.576	-0.123950129	-0.016619485
2	303190_at	0.049833887	3	2	2.802	-0.037068269	-0.005529501
2	64459_at	0.11627907	3	2	3.765	-0.126357417	-0.016750044
2	59322_at	-1.591362126	3	2	1.065	-0.41182473	-0.04654958
2	24434_at	0.013289037	3	2	3.144	-0.012302098	-0.001739069
2	313782_at	-0.202657807	3	2	2.618	-0.210700076	-0.026902038
2	29142_at	2.431893688	3	2	3.721	-2.827444388	-0.328732001
2	361858_at	-0.006644518	3	2	2.831	-0.008417864	-0.001164621
2	363675_at	0.053156146	3	2	3.007	-0.071641419	-0.009467173
2	499071_at	0.053156146	3	2	1.35	-0.022553578	-0.003205475
2	58974_at	0.023255814	3	2	3.995	-0.032898956	-0.004520981
2	24414_at	-0.169435216	3	2	1.827	-0.15551453	-0.019558566
2	304547_at	0.182724252	3	2	2.251	-0.205910442	-0.025886333
2	302593_at	0.747508306	3	2	2.397	-1.400359709	-0.101052613
2	685153_at	0.395348837	3	2	1.967	-0.201510998	-0.025094027
2	291699_at	-0.279069767	3	2	2.694	-0.393110691	-0.046010949
2	309000_at	-0.049833887	3	2	2.631	-0.062297084	-0.008108829
2	315789_at	0.102990033	3	2	1.256	-0.024726726	-0.00345171
2	303501_at	0.926910299	3	2	1.994	-0.502471579	-0.052627084
2	498958_at	-0.401993355	3	2	1.84	-0.328950945	-0.041192225
2	316432_at	0.262458472	3	2	1.608	-0.200145603	-0.024862988
2	100909629_at	0.943521595	3	2	1.371	-0.517519161	-0.055408258
2	497757_at	-0.255813953	3	2	2.721	-0.384375421	-0.045037333
2	304692_at	-0.132890365	3	2	1.338	-0.037553389	-0.0055667
2	310097_at	-0.521594684	3	2	2.811	-0.669190531	-0.065116852
2	246214_at	-2.07641196	3	2	1.155	-0.947724343	-0.077768682
2	25647_at	-1.953488372	3	2	2.023	-2.532236831	-0.301642907
2	313311_at	-0.873754153	3	2	1.016	-0.281501912	-0.035061626
2	266688_at	-0.086378738	3	2	2.949	-0.113262969	-0.01476994
2	303907_at	0.49833887	3	2	2.198	-0.566749457	-0.059314898
2	298942_at	0.122923588	3	2	3.689	-0.154121463	-0.019202894
2	311902_at	0.176079734	3	2	2.775	-0.226369751	-0.029259403
2	315329_at	-0.285714286	3	2	2.792	-0.447060742	-0.047745948
2	300994_at	0.149501661	3	2	2.964	-0.215391792	-0.027652606
2	308009_at	0.119601329	3	2	2.903	-0.147021763	-0.017992553
2	363185_at	-1.890365449	3	2	1.308	-1.376044126	-0.099727533
2	315054_at	-0.245847176	3	2	2.464	-0.30157283	-0.037815507
2	295395_at	-0.03986711	3	2	3.162	-0.045617355	-0.006800522
2	171390_at	-0.11627907	3	2	0.646	-0.081183723	-0.010789266
2	311842_at	0.043189369	3	2	2.759	-0.036380407	-0.00543254
2	361607_at	-0.066445183	3	2	2.221	-0.057120212	-0.007482979
2	296954_at	0.03986711	3	2	2.72	-0.04350576	-0.006627872
2	29160_at	0.980066445	3	2	1.096	-0.398178629	-0.046187636
2	25204_at	-1.365448505	3	2	1.7	-1.186722625	-0.083570239
2	56806_at	-0.225913621	3	2	1.731	-0.163681617	-0.021226412
2	362975_at	0.059800664	3	2	2.323	-0.056134238	-0.007482979
2	497936_at	-0.285714286	3	2	2.66	-0.372176163	-0.0439313
2	24334_at	-0.441860465	3	2	1.831	-0.379445662	-0.045001407
2	313413_at	-0.425249169	3	2	1.552	-0.315333211	-0.039912777
2	498953_at	0.398671096	3	2	3.019	-0.547407337	-0.058638641
2	116668_at	-0.146179402	3	2	1.73	-0.09064442	-0.011538234
2	314612_at	-1.830564784	3	2	1.006	-0.754531209	-0.065116852
2	304920_at	-0.637873754	3	2	1.906	-0.55629341	-0.058824065
2	292100_at	0.132890365	3	2	2.596	-0.186454838	-0.022945227
2	310670_at	-0.136212625	3	2	2.999	-0.14839414	-0.018149039
2	363516_at	0.023255814	3	2	2.959	-0.017414576	-0.00243612
2	362442_at	-1.830564784	3	2	1.486	-2.027582867	-0.166982099
2	501158_at	-2.259136213	3	2	0.925	-0.753912567	-0.065116852
2	24408_at	-0.84717608	3	2	1.586	-0.676719099	-0.065116852
2	29221_at	0.106312292	3	2	4.523	-0.141359641	-0.017575294
2	291309_at	-0.033222591	3	2	2.481	-0.032600872	-0.004520981
2	64553_at	-0.102990033	3	2	1.808	-0.136433048	-0.017575294
2	408201_at	1.491694352	3	2	1.18	-0.549643218	-0.058824065
2	100360100_at	0.279069767	3	2	2.247	-0.26987779	-0.034819732
2	309200_at	-0.023255814	3	2	2.563	-0.027733555	-0.003848329
2	53949_at	0.362126246	3	2	1.047	-0.227148375	-0.029259403
2	100361506_at	-0.850498339	3	2	0.886	-0.246426088	-0.032416434
2	301737_at	0.335548173	3	2	2.108	-0.361044347	-0.043048649
2	100910558_at	0.102990033	3	2	1.997	-0.137626962	-0.017575294
2	316108_at	0.07641196	3	2	2.502	-0.101333062	-0.012868309
2	24826_at	-0.558139535	3	2	1.734	-0.819661171	-0.065779823
2	83830_at	-0.219269103	3	2	2.187	-0.244341779	-0.032026871
2	59113_at	-0.132890365	3	2	3.395	-0.099445581	-0.012608726
2	361688_at	-0.139534884	3	2	2.609	-0.132160914	-0.017521553
2	690211_at	0.019933555	3	2	2.58	-0.023476794	-0.003325938
2	362399_at	-0.006644518	3	2	2.051	-0.00593858	-0.000916681
2	290975_at	-1.651162791	3	2	0.35	-0.884144298	-0.072339589
2	361682_at	-0.079734219	3	2	2.764	-0.081316224	-0.010789904
2	309375_at	-1.598006645	3	2	2.601	-1.519723417	-0.106548712
2	25665_at	-0.475083056	3	2	1.422	-0.185974883	-0.022872503
2	500789_at	0	3	2	1.666	-0.000267484	-7.58E-05
2	360573_at	-0.588039867	3	2	1.935	-0.894976913	-0.073122802
2	361808_at	0.016611296	3	2	3.446	-0.020201387	-0.002904617
2	688579_at	-0.019933555	3	2	1.688	-0.022360647	-0.003205475
2	307644_at	0.079734219	3	2	2.421	-0.051414326	-0.007430131
2	292666_at	-0.106312292	3	2	0.897	-0.0573632	-0.007482979
2	266762_at	1.358803987	3	2	1.573	-0.730318909	-0.065116852
2	293739_at	-0.252491694	3	2	2.025	-0.403006526	-0.046187636
2	64349_at	-0.219269103	3	2	1.59	-0.105805746	-0.013272666
2	298541_at	0.750830565	3	2	2.935	-0.721059087	-0.065116852
2	287722_at	-0.485049834	3	2	2.291	-0.363383602	-0.043231852
2	690349_at	-0.099667774	3	2	2.999	-0.125413502	-0.016750044
2	297694_at	0.059800664	3	2	3.715	-0.068759528	-0.009201925
2	360977_at	-0.093023256	3	2	2.768	-0.133210804	-0.017575294
2	117955_at	0.435215947	3	2	2.304	-0.559436849	-0.059155736
2	365493_at	0.083056478	3	2	3.329	-0.084821953	-0.011173067
2	309722_at	-0.023255814	3	2	2.873	-0.02761544	-0.003848329
2	361324_at	-0.408637874	3	2	1.979	-0.639972313	-0.065116852
2	687856_at	-2.764119601	3	2	1.272	-1.177960436	-0.083570239
2	84020_at	-0.531561462	3	2	1.695	-0.682972954	-0.065116852
2	29496_at	0.302325581	3	2	2.761	-0.300884075	-0.037815507
2	305848_at	-0.119601329	3	2	2.871	-0.17547565	-0.022172595
2	305792_at	-0.059800664	3	2	3.009	-0.078071925	-0.010502131
2	287989_at	-0.50166113	3	2	1.396	-0.414787482	-0.046695705
2	361288_at	-0.249169435	3	2	2.741	-0.30279818	-0.037819978
2	317396_at	0.478405316	3	2	3.379	-0.909730223	-0.074422121
2	297903_at	0.009966777	3	2	2.74	-0.010302438	-0.00138148
2	289287_at	-0.458471761	3	2	2.377	-0.466128241	-0.049449343
2	29497_at	-0.159468439	3	2	3.295	-0.190479926	-0.023418473
2	25120_at	0.378737542	3	2	1.888	-0.251245804	-0.032662903
2	140670_at	-0.401993355	3	2	3.03	-0.594753864	-0.062097508
2	679221_at	-0.209302326	3	2	2.388	-0.168861055	-0.02161317
2	295297_at	-0.458471761	3	2	2.952	-0.759275454	-0.065116852
2	192351_at	0.156146179	3	2	3.092	-0.212736975	-0.027145305
2	362518_at	-0.720930233	3	2	1.79	-0.553402636	-0.058824065
2	501592_at	-0.920265781	3	2	0.889	-0.350749023	-0.042722469
2	362971_at	-0.784053156	3	2	1.899	-0.350760173	-0.042722469
2	308392_at	-0.083056478	3	2	2.772	-0.116148786	-0.015162458
2	307956_at	0.455149502	3	2	2.608	-0.550151864	-0.058824065
2	24896_at	0.043189369	3	2	4.018	-0.055755514	-0.007482979
2	140656_at	-0.65448505	3	2	1.914	-0.509946061	-0.053360845
2	498130_at	-0.6910299	3	2	2.993	-0.819915058	-0.065779823
2	259274_at	0.222591362	3	2	3.245	-0.354287937	-0.042809186
2	29308_at	0.136212625	3	2	3.089	-0.132589182	-0.017575294
2	315608_at	-0.049833887	3	2	3.262	-0.06926883	-0.009282704
2	29741_at	0.405315615	3	2	2.669	-0.622967781	-0.064411954
2	311721_at	0.029900332	3	2	2.627	-0.02604543	-0.003554438
2	300659_at	-0.199335548	3	2	3.005	-0.301976402	-0.037819978
2	287884_at	0.451827243	3	2	2.843	-0.660008047	-0.065116852
2	688280_at	-0.651162791	3	2	2.016	-0.789862411	-0.065449847
2	29568_at	-0.205980066	3	2	2.594	-0.317898634	-0.040472461
2	501026_at	-0.375415282	3	2	2.967	-0.53835151	-0.057626682
2	50592_at	-1.598006645	3	2	0.801	-0.759221978	-0.065116852
2	81648_at	0.279069767	3	2	1.221	-0.073977586	-0.009583685
2	25635_at	-2.823920266	3	2	0.714	-2.098247604	-0.189278523
2	362819_at	0.23255814	3	2	3.235	-0.269688583	-0.034819732
2	310526_at	-0.441860465	3	2	3.177	-0.438754023	-0.047745948
2	29504_at	-1.827242525	3	2	1.2	-2.009555227	-0.162267188
2	25097_at	0.245847176	3	2	2.037	-0.235521575	-0.030647627
2	100145871_at	0.149501661	3	2	3.718	-0.214945872	-0.02746481
2	117512_at	-0.481727575	3	2	4.386	-0.803652769	-0.065636814
2	363441_at	-0.016611296	3	2	3.947	-0.016890599	-0.002357621
2	362551_at	0.315614618	3	2	0.541	-0.252215645	-0.032725205
2	680692_at	0.289036545	3	2	2.868	-0.328411886	-0.041008071
2	301020_at	0.122923588	3	2	2.636	-0.126332625	-0.016750044
2	25570_at	-0.315614618	3	2	1.602	-0.240704412	-0.031835542
2	308821_at	1.172757475	3	2	3.128	-1.91659397	-0.148378072
2	685383_at	0.11627907	3	2	2.574	-0.168847702	-0.02161317
2	140727_at	-1.03654485	3	2	1.375	-0.773717804	-0.065116852
2	314859_at	-0.176079734	3	2	2.361	-0.144577872	-0.017731068
2	317259_at	-0.142857143	3	2	3.477	-0.214665119	-0.027463225
2	25043_at	-0.272425249	3	2	2.043	-0.272036371	-0.034819732
2	360960_at	0.169435216	3	2	1.168	-0.074389079	-0.009668621
2	494125_at	-0.624584718	3	2	2.327	-0.577402425	-0.059775845
2	498736_at	-0.823920266	3	2	3.735	-1.09507978	-0.083489227
2	246046_at	0.066445183	3	2	3.585	-0.079477597	-0.010502131
2	309357_at	-0.295681063	3	2	2.773	-0.380310338	-0.045037333
2	297176_at	-1.265780731	3	2	2.077	-1.082721872	-0.082859516
2	309586_at	0.38538206	3	2	2.963	-0.697238059	-0.065116852
2	291359_at	-1.15282392	3	2	2.459	-1.261445388	-0.087192774
2	305606_at	0.485049834	3	2	3.059	-0.732703109	-0.065116852
2	312502_at	0.059800664	3	2	2.517	-0.071404206	-0.009467173
2	25179_at	0.425249169	3	2	3.327	-0.828923017	-0.065779823
2	362842_at	-0.242524917	3	2	2.232	-0.273707752	-0.034819732
2	362191_at	-0.182724252	3	2	2.621	-0.215082894	-0.027537315
2	304318_at	0.647840532	3	2	1.561	-0.4736158	-0.049975951
2	64634_at	-0.023255814	3	2	1.989	-0.0169309	-0.00236123
2	362094_at	0.428571429	3	2	3.159	-0.769188138	-0.065116852
2	365770_at	-0.6910299	3	2	1.498	-0.31603272	-0.040040854
2	295631_at	-0.099667774	3	2	2.179	-0.140112767	-0.017575294
2	100911266_at	0.056478405	3	2	2.641	-0.050558233	-0.007421337
2	24407_at	-1.169435216	3	2	1.024	-0.350875069	-0.042722469
2	362760_at	-0.358803987	3	2	1.628	-0.159926272	-0.020547339
2	361321_at	0.295681063	3	2	3.235	-0.496956307	-0.051918602
2	308381_at	-0.259136213	3	2	1.692	-0.183386546	-0.022721715
2	246248_at	0.019933555	3	2	3.92	-0.027109001	-0.003836979
2	308051_at	0.19269103	3	2	3.102	-0.327543672	-0.040981217
2	502674_at	-0.003322259	3	2	3.898	-0.002364464	-0.000333409
2	288003_at	-0.737541528	3	2	2.469	-0.652836448	-0.065116852
2	296230_at	-0.794019934	3	2	0.394	-0.447258815	-0.047745948
2	362110_at	0.199335548	3	2	3.168	-0.297412558	-0.037179492
2	294643_at	-0.189368771	3	2	2.23	-0.158592591	-0.020319567
2	140940_at	-0.199335548	3	2	3.167	-0.273595028	-0.034819732
2	312083_at	0.295681063	3	2	2.875	-0.536540884	-0.057626682
2	81667_at	0.086378738	3	2	3.3	-0.115171813	-0.015130413
2	294007_at	0.584717608	3	2	2.599	-0.703717209	-0.065116852
2	192258_at	-0.784053156	3	2	1.47	-0.348359309	-0.042584396
2	140734_at	0.119601329	3	2	3.664	-0.141859722	-0.017584582
2	79114_at	-0.524916944	3	2	2.232	-0.803686369	-0.065636814
2	314168_at	-1.564784053	3	2	1.369	-1.379291876	-0.099834549
2	171435_at	0.043189369	3	2	2.662	-0.04924277	-0.007382419
2	117537_at	-2.352159468	3	2	0.742	-0.70635296	-0.065116852
2	314417_at	0.26910299	3	2	3.49	-0.478483003	-0.050288013
2	304330_at	-0.016611296	3	2	3.013	-0.022482454	-0.003205475
2	252962_at	-0.149501661	3	2	2.899	-0.142685598	-0.017584582
2	171069_at	0.079734219	3	2	3.951	-0.10295018	-0.013117318
2	60442_at	0.332225914	3	2	2.593	-0.352045115	-0.042722469
2	315055_at	-0.079734219	3	2	2.263	-0.115353983	-0.015162458
2	100147704_at	-1.903654485	3	2	0.994	-2.343186109	-0.263148615
2	94194_at	0.096345515	3	2	4.03	-0.117891202	-0.015177894
2	117544_at	0.275747508	3	2	3.065	-0.385425717	-0.045074631
2	310644_at	-0.016611296	3	2	2.72	-0.016870198	-0.002357621
2	359725_at	0.518272425	3	2	3.169	-0.744760534	-0.065116852
2	100911379_at	-0.810631229	3	2	1.593	-0.860320628	-0.068244695
2	314322_at	-3.61461794	3	2	1.901	-1.548316513	-0.106548712
2	311134_at	0.760797342	3	2	2	-0.690375332	-0.065116852
2	367562_at	0.225913621	3	2	3.177	-0.303395039	-0.037844578
2	100359512_at	-0.156146179	3	2	2.543	-0.119943088	-0.015528811
2	691396_at	-0.26910299	3	2	2.122	-0.269714079	-0.034819732
2	246219_at	-1.026578073	3	2	1.593	-0.290181292	-0.036407325
2	363985_at	0.083056478	3	2	2.202	-0.075862218	-0.010052775
2	288455_at	0.073089701	3	2	3.949	-0.105380045	-0.013272666
2	691729_at	0.710963455	3	2	2.267	-1.200796364	-0.083982362
2	207119_at	-0.704318937	3	2	1.095	-0.31586495	-0.040040854
2	363135_at	-0.348837209	3	2	2.589	-0.449939052	-0.047745948
2	29704_at	-2.674418605	3	2	0.993	-1.287264693	-0.091689844
2	192227_at	1.212624585	3	2	3.755	-1.551548854	-0.106548712
2	291441_at	-2.3089701	3	2	1.649	-1.283444508	-0.091689844
2	691644_at	-1.73089701	3	2	1.153	-1.073438037	-0.081279331
2	58844_at	0.428571429	3	2	3.35	-0.722335702	-0.065116852
2	299339_at	-1.322259136	3	2	2.393	-1.985060201	-0.156133154
2	362950_at	-0.049833887	3	2	2.449	-0.071024656	-0.009467173
2	171437_at	0.481727575	3	2	3.026	-0.833691466	-0.065779823
2	287929_at	-0.661129568	3	2	2.411	-0.689045727	-0.065116852
2	291610_at	0.365448505	3	2	2.286	-0.621869501	-0.064402138
2	305230_at	-0.136212625	3	2	2.035	-0.188266864	-0.023165403
2	361796_at	0.481727575	3	2	2.819	-0.8990925	-0.073216943
2	287938_at	-1.96345515	3	2	1.309	-1.198746804	-0.083964275
2	307992_at	-0.15282392	3	2	2.157	-0.182578901	-0.022694523
2	29575_at	-0.34551495	3	2	0.946	-0.372591482	-0.04404801
2	295975_at	0.189368771	3	2	3.701	-0.268744145	-0.034819732
2	314713_at	0.375415282	3	2	2.432	-0.407020245	-0.046187636
2	24828_at	-0.063122924	3	2	1.546	-0.020913003	-0.003072861
2	299075_at	-0.325581395	3	2	2.901	-0.491541563	-0.051815831
2	29589_at	2.262458472	3	2	1.559	-1.380626666	-0.099834549
2	498411_at	0.186046512	3	2	2.629	-0.266096513	-0.034819732
2	501282_at	-0.242524917	3	2	3.265	-0.418556822	-0.047314506
2	681647_at	0.727574751	3	2	2.235	-0.420722892	-0.047314506
2	114108_at	0.112956811	3	2	2.319	-0.103673655	-0.013155173
2	311671_at	0.265780731	3	2	3.063	-0.453535831	-0.048005314
2	363026_at	-0.335548173	3	2	2.414	-0.507968005	-0.05293035
2	114245_at	-0.863787375	3	2	2.105	-0.527843421	-0.057206462
2	302996_at	1.019933555	3	2	1.898	-0.815738381	-0.065779823
2	58923_at	-0.023255814	3	2	1.126	-0.006667659	-0.001036279
2	363120_at	-0.651162791	3	2	1.756	-0.402996718	-0.046187636
2	288719_at	0.205980066	3	2	3.252	-0.340917002	-0.041617385
2	246271_at	0.282392027	3	2	1.809	-0.321176492	-0.040643731
2	81508_at	1.322259136	3	2	4.483	-1.083726345	-0.082859516
2	304794_at	-0.295681063	3	2	2.589	-0.403765199	-0.046187636
2	25349_at	-1.255813953	3	2	0.597	-1.806152039	-0.137423609
2	293484_at	0.003322259	3	2	3.541	-0.003764192	-0.000688084
2	450228_at	-0.61461794	3	2	1.914	-0.339318881	-0.041617385
2	24189_at	-0.119601329	3	2	3.437	-0.085201343	-0.011173067
2	303685_at	0.275747508	3	2	2.764	-0.439095518	-0.047745948
2	353255_at	0.15282392	3	2	2.756	-0.209795318	-0.026636481
2	114483_at	-0.252491694	3	2	1.341	-0.112385057	-0.01468531
2	362895_at	-2.541528239	3	2	2.272	-0.604405767	-0.063874722
2	365458_at	-0.441860465	3	2	2.42	-0.641446905	-0.065116852
2	192255_at	0.19269103	3	2	4.451	-0.235458069	-0.030647627
2	79243_at	2.571428571	3	2	3.97	-1.441863876	-0.105173986
2	500795_at	0.046511628	3	2	2.715	-0.048035718	-0.007256636
2	365407_at	0.046511628	3	2	3.063	-0.061489131	-0.008105036
2	117108_at	-0.176079734	3	2	1.823	-0.135573403	-0.017575294
2	303300_at	0.242524917	3	2	3.622	-0.310816789	-0.039034584
2	303148_at	0.956810631	3	2	1.647	-0.333505934	-0.041414908
2	64546_at	0.126245847	3	2	1.815	-0.089781748	-0.011538234
2	85248_at	-1.757475083	3	2	1.451	-2.117406635	-0.192861934
2	309674_at	-0.136212625	3	2	2.821	-0.105135874	-0.013272666
2	364147_at	-0.239202658	3	2	1.999	-0.215505628	-0.027698193
2	309860_at	-0.122923588	3	2	1.057	-0.106451004	-0.013447506
2	304570_at	0.029900332	3	2	2.775	-0.038787672	-0.005624463
2	25637_at	-1.504983389	3	2	1.405	-0.952452528	-0.078695024
2	298369_at	0.451827243	3	2	3.449	-0.511564255	-0.053652315
2	54248_at	0.305647841	3	2	1.59	-0.253003176	-0.032830771
2	689931_at	0.126245847	3	2	2.14	-0.149291554	-0.01823573
2	353229_at	0.574750831	3	2	2.872	-0.894372641	-0.073075781
2	25742_at	-0.142857143	3	2	1.809	-0.089559498	-0.011535795
2	500527_at	0.681063123	3	2	1.677	-0.510568914	-0.053652315
2	364081_at	0.073089701	3	2	3.219	-0.079826676	-0.010502131
2	287927_at	0.009966777	3	2	3.125	-0.009421414	-0.001259792
2	113948_at	0.946843854	3	2	2.586	-0.899275597	-0.073216943
2	308023_at	-0.780730897	3	2	2.791	-0.837455697	-0.065781417
2	361472_at	-1.252491694	3	2	1.198	-0.628023549	-0.065116852
2	25488_at	-0.109634551	3	2	3.017	-0.130745055	-0.017340413
2	306229_at	0.352159468	3	2	2.744	-0.606848784	-0.063874722
2	309454_at	0.219269103	3	2	2.555	-0.293222177	-0.036709115
2	29412_at	-0.056478405	3	2	0.932	-0.019191523	-0.002702456
2	56768_at	0.953488372	3	2	1.424	-0.257286289	-0.033470187
2	289759_at	-1.760797342	3	2	0.853	-1.806505177	-0.137423609
2	170700_at	0.26910299	3	2	1.537	-0.15697477	-0.019890665
2	297520_at	0.651162791	3	2	1.986	-0.26923872	-0.034819732
2	290326_at	-2.322259136	3	2	1.804	-1.55976903	-0.106548712
2	315422_at	0.109634551	3	2	3.188	-0.124718567	-0.016682854
2	291844_at	0.063122924	3	2	2.846	-0.08597314	-0.011173067
2	114511_at	-0.84717608	3	2	2.311	-1.002498585	-0.078888388
2	100911498_at	-1.093023256	3	2	1.552	-0.499823644	-0.05253419
2	289736_at	-0.607973422	3	2	2.225	-0.503704069	-0.052627084
2	25753_at	-0.657807309	3	2	1.137	-0.848096884	-0.067286448
2	367714_at	-0.199335548	3	2	2.008	-0.172438214	-0.021772018
2	362385_at	0.355481728	3	2	3.481	-0.377607131	-0.044599165
2	691770_at	0.312292359	3	2	1.831	-0.24013973	-0.031822489
2	686432_at	-0.946843854	3	2	1.79	-0.532838167	-0.057625902
2	84490_at	-1.182724252	3	2	2.213	-0.798454238	-0.065618514
2	300057_at	-0.079734219	3	2	1.519	-0.035788259	-0.005289613
2	361232_at	0.102990033	3	2	2.719	-0.053632735	-0.007459647
2	301415_at	-0.209302326	3	2	2.774	-0.227954377	-0.029365434
2	155268_at	-1.22923588	3	2	0.544	-0.851951345	-0.067668398
2	404781_at	-0.601328904	3	2	1.965	-0.262668996	-0.034338959
2	171297_at	1.166112957	3	2	1.729	-0.868640158	-0.069796475
2	362356_at	0.132890365	3	2	3.399	-0.185501202	-0.022872503
2	25110_at	-0.528239203	3	2	1.564	-0.194302588	-0.024131306
2	300656_at	-0.242524917	3	2	0.994	-0.138716926	-0.017575294
2	367092_at	-0.46179402	3	2	2.238	-0.531271575	-0.057565208
2	315649_at	0.225913621	3	2	2.783	-0.339985001	-0.041617385
2	25642_at	1.800664452	3	2	4.492	-0.865705421	-0.069053157
2	683519_at	0.086378738	3	2	2.951	-0.114003747	-0.014916852
2	690358_at	0.485049834	3	2	1	-0.365418641	-0.04331524
2	361435_at	-2.023255814	3	2	1.301	-1.083860279	-0.082859516
2	290771_at	-0.083056478	3	2	1.066	-0.083864326	-0.011106675
2	302526_at	0.006644518	3	2	3.585	-0.007803295	-0.001140625
2	688390_at	0.760797342	3	2	1.378	-0.628959948	-0.065116852
2	361692_at	-0.285714286	3	2	0.878	-0.094629102	-0.011978547
2	501101_at	1.49833887	3	2	1.812	-0.657981711	-0.065116852
2	306306_at	0.086378738	3	2	2.56	-0.100311003	-0.012833236
2	300186_at	-0.53820598	3	2	2.411	-0.511946236	-0.053652315
2	310363_at	0.013289037	3	2	3.072	-0.018849205	-0.002702456
2	361160_at	0.202657807	3	2	3.192	-0.342127168	-0.041617385
2	25121_at	-1.03986711	3	2	0.665	-0.56384029	-0.059314898
2	308509_at	0.438538206	3	2	2.626	-0.752523535	-0.065116852
2	687208_at	0.754152824	3	2	1.867	-0.347151367	-0.04251748
2	308820_at	0.023255814	3	2	2.794	-0.02573893	-0.003547064
