experiment	gene_identifier	log2_fc	n_trt	n_ctl	expression_ctl0	log10_p	log10_p_bh
4	296840_at	0.07641196	3	2	2.166	-0.069898018	-0.011560801
4	362590_at	0.07641196	3	2	3.113	-0.047289093	-0.007221123
4	304530_at	-0.378737542	3	2	2.361	-0.472367637	-0.069272129
4	84508_at	0.607973422	3	2	3.553	-1.082249443	-0.109473441
4	100362785_at	0.684385382	3	2	1.328	-0.846544686	-0.100339339
4	54263_at	-2.156146179	3	2	1.354	-1.632182182	-0.144140263
4	305826_at	0.787375415	3	2	2.651	-0.906630399	-0.100339339
4	287561_at	-3.205980066	3	2	1.366	-1.128823207	-0.109473441
4	140868_at	1.009966777	3	2	3.818	-0.796785839	-0.098823234
4	288557_at	-0.07641196	3	2	3.263	-0.088920415	-0.014397597
4	312511_at	-0.11627907	3	2	2.676	-0.149847795	-0.026981641
4	100359678_at	-0.674418605	3	2	2.003	-0.864635232	-0.100339339
4	360847_at	-1.50166113	3	2	1.75	-1.20837202	-0.116597368
4	25453_at	-1.365448505	3	2	1.152	-0.988445527	-0.104286572
4	297865_at	-1.136212625	3	2	1.287	-1.611354754	-0.144140263
4	299639_at	-0.262458472	3	2	2.6	-0.389130789	-0.061187959
4	499285_at	-1.946843854	3	2	1.584	-0.950234417	-0.101627261
4	309630_at	0.079734219	3	2	2.433	-0.098365997	-0.015884284
4	81513_at	-0.897009967	3	2	2.434	-1.166164335	-0.109473441
4	360725_at	-0.671096346	3	2	3	-0.789669619	-0.098488175
4	293650_at	-1.069767442	3	2	2.69	-1.623023898	-0.144140263
4	78956_at	0.588039867	3	2	1.143	-0.116982722	-0.018988482
4	29298_at	-0.84717608	3	2	4.238	-0.639366744	-0.087808854
4	310781_at	-0.800664452	3	2	1.355	-0.349964946	-0.055073058
4	315338_at	1.717607973	3	2	1.767	-2.068978547	-0.24569336
4	63837_at	0.368770764	3	2	1.802	-0.366042495	-0.057193515
4	83567_at	-0.508305648	3	2	1.215	-0.163240641	-0.028464617
4	291091_at	-0.159468439	3	2	2.55	-0.165942553	-0.028626939
4	686323_at	0.425249169	3	2	2.849	-0.663121171	-0.089119575
4	24938_at	0.016611296	3	2	1.662	-0.017376336	-0.002545634
4	307604_at	0.063122924	3	2	2.221	-0.042758948	-0.006598986
4	291964_at	-0.524916944	3	2	2.176	-0.6794719	-0.090073252
4	171358_at	0.983388704	3	2	1.415	-0.432164137	-0.063998434
4	315409_at	0.900332226	3	2	1.165	-0.386078822	-0.060582309
4	689593_at	0.179401993	3	2	3.044	-0.242434687	-0.041691873
4	363248_at	-0.019933555	3	2	4.333	-0.026597712	-0.004123696
4	192239_at	-0.112956811	3	2	1.163	-0.032657131	-0.005010877
4	297805_at	0.727574751	3	2	1.83	-0.82548561	-0.100339339
4	246774_at	-0.122923588	3	2	2.162	-0.135212382	-0.023733291
4	64171_at	-1.973421927	3	2	0.754	-2.112392372	-0.253122225
4	25026_at	-0.534883721	3	2	1.708	-0.353229977	-0.05554714
4	171010_at	0.006644518	3	2	1.683	-0.005060929	-0.000799444
4	24521_at	0.156146179	3	2	1.202	-0.049073901	-0.007537692
4	171494_at	0.07641196	3	2	3.084	-0.097484509	-0.015691776
4	171335_at	0.322259136	3	2	4.153	-0.511954448	-0.075492544
4	291314_at	-0.049833887	3	2	3.013	-0.067226605	-0.011118897
4	450225_at	0.996677741	3	2	2.417	-1.112516763	-0.109473441
4	29268_at	-0.358803987	3	2	2.038	-0.234801251	-0.040221404
4	689779_at	0.411960133	3	2	2.197	-0.563784207	-0.08148212
4	300744_at	0.342192691	3	2	2.803	-0.465319629	-0.067882066
4	100359484_at	-0.252491694	3	2	2.358	-0.352074864	-0.055473373
4	362015_at	-0.245847176	3	2	2.828	-0.337920166	-0.053531055
4	295051_at	-0.279069767	3	2	3.35	-0.435390918	-0.06437841
4	690599_at	-0.338870432	3	2	1.514	-0.15509988	-0.027736761
4	362881_at	0.083056478	3	2	1.737	-0.078536655	-0.013183884
4	361054_at	0.621262458	3	2	3.269	-1.082449332	-0.109473441
4	367034_at	0.279069767	3	2	3.075	-0.457979619	-0.067014626
4	288920_at	-0.249169435	3	2	3.253	-0.417649208	-0.06203526
4	304816_at	1.813953488	3	2	1.715	-0.442884765	-0.065655906
4	500892_at	1.245847176	3	2	0.867	-0.306304841	-0.048933249
4	315272_at	-0.023255814	3	2	2.884	-0.021663812	-0.003541522
4	286958_at	-1.059800664	3	2	0.772	-1.890677483	-0.205348219
4	81672_at	-0.634551495	3	2	1.274	-0.649219924	-0.08797688
4	499895_at	0.318936877	3	2	2.249	-0.279202379	-0.046217021
4	691026_at	0.03654485	3	2	1.877	-0.027867304	-0.004363654
4	65132_at	-2.262458472	3	2	0.909	-0.649045207	-0.08797688
4	291618_at	0.983388704	3	2	1.793	-0.757301807	-0.09542771
4	308444_at	-0.544850498	3	2	2.813	-0.934628131	-0.100339339
4	287983_at	-0.156146179	3	2	2.761	-0.247299794	-0.042341531
4	361013_at	-0.219269103	3	2	2.824	-0.355459752	-0.055921597
4	65137_at	0.056478405	3	2	2.721	-0.075725989	-0.012868654
4	362156_at	-0.401993355	3	2	2.689	-0.61274614	-0.084891347
4	292681_at	1.093023256	3	2	1.834	-1.154200922	-0.109473441
4	29398_at	-0.129568106	3	2	2.758	-0.126702848	-0.021519161
4	25406_at	-0.996677741	3	2	2.097	-1.31536715	-0.125354934
4	303332_at	0.199335548	3	2	3.116	-0.309530026	-0.049220611
4	24775_at	-0.863787375	3	2	0.887	-0.403566719	-0.061716598
4	311218_at	0.053156146	3	2	2.611	-0.066324879	-0.010932583
4	304244_at	-0.355481728	3	2	1.995	-0.556554013	-0.080419813
4	362681_at	-0.292358804	3	2	2.201	-0.38501566	-0.060457018
4	302948_at	0.126245847	3	2	1.834	-0.11689077	-0.018983631
4	679712_at	-0.717607973	3	2	1.539	-0.667140831	-0.089659193
4	362942_at	0.019933555	3	2	2.45	-0.019558451	-0.002904012
4	24660_at	-0.149501661	3	2	2.419	-0.213389074	-0.03640314
4	306015_at	-0.176079734	3	2	2.552	-0.271001916	-0.045144305
4	85264_at	-0.468438538	3	2	2.634	-0.388572856	-0.061161623
4	303882_at	-0.375415282	3	2	2.297	-0.290070428	-0.047443584
4	360228_at	-2.166112957	3	2	3.212	-0.744262558	-0.094576235
4	306091_at	3.102990033	3	2	1.59	-2.768890707	-0.447425736
4	360661_at	-0.282392027	3	2	2.817	-0.202341932	-0.034624632
4	266780_at	0.734219269	3	2	1.7	-0.473405881	-0.069344084
4	689623_at	0.328903654	3	2	3.261	-0.583216335	-0.08289921
4	306659_at	-0.19269103	3	2	2.603	-0.194458608	-0.032828325
4	303068_at	-0.747508306	3	2	2.251	-1.124253653	-0.109473441
4	363167_at	-0.315614618	3	2	0.868	-0.340273605	-0.053699327
4	29171_at	1.983388704	3	2	2.897	-1.558437798	-0.141237346
4	679203_at	0.049833887	3	2	2.736	-0.066106302	-0.01084255
4	361945_at	-1.634551495	3	2	1.278	-0.339486579	-0.053699327
4	297607_at	0.219269103	3	2	2.601	-0.332690595	-0.052446221
4	298210_at	-0.362126246	3	2	1.8	-0.120985606	-0.020075691
4	59304_at	0.292358804	3	2	1.825	-0.163211386	-0.028464617
4	24174_at	-0.877076412	3	2	2.101	-1.670908062	-0.146252111
4	116663_at	-1.823920266	3	2	2.907	-1.494279787	-0.138267464
4	304919_at	0.043189369	3	2	2.624	-0.051463922	-0.008076206
4	363110_at	-2.684385382	3	2	0.86	-1.488413081	-0.138267464
4	290856_at	-1.312292359	3	2	1.479	-1.284992911	-0.123841129
4	298518_at	-1.059800664	3	2	1.341	-0.574774116	-0.082569492
4	288151_at	0.564784053	3	2	1.408	-0.174973997	-0.029945682
4	360540_at	-0.318936877	3	2	2.506	-0.406126526	-0.061716598
4	307973_at	0.176079734	3	2	3.285	-0.246288689	-0.042237145
4	681050_at	-0.611295681	3	2	2.24	-0.981858379	-0.104028473
4	498100_at	-0.365448505	3	2	2.939	-0.613604586	-0.084891347
4	298309_at	0.013289037	3	2	2.689	-0.015812491	-0.002382191
4	312560_at	-0.053156146	3	2	2.855	-0.059784317	-0.009932839
4	363197_at	-0.42192691	3	2	2.094	-0.280894046	-0.046366533
4	79111_at	0.514950166	3	2	4.212	-0.502705156	-0.074490711
4	64316_at	-1.481727575	3	2	2.047	-1.358521752	-0.126141971
4	292889_at	0.438538206	3	2	2.613	-0.772274273	-0.096060947
4	25593_at	-1.289036545	3	2	1.519	-0.757662517	-0.09542771
4	316237_at	-0.23255814	3	2	2.801	-0.374931683	-0.058898424
4	315882_at	0.043189369	3	2	1.841	-0.022370605	-0.003840444
4	246262_at	-0.531561462	3	2	1.876	-0.982798573	-0.104028473
4	83711_at	-1.598006645	3	2	2.883	-1.210823247	-0.117577484
4	296678_at	-1.006644518	3	2	0.541	-0.625481313	-0.085738256
4	294565_at	0.342192691	3	2	1.961	-0.608797136	-0.084711741
4	24279_at	-1.425249169	3	2	0.718	-1.378830114	-0.128945204
4	687516_at	-0.179401993	3	2	2.808	-0.259437998	-0.043308558
4	192226_at	-0.365448505	3	2	1.51	-0.181109645	-0.030885443
4	288204_at	-0.594684385	3	2	1.581	-0.357062124	-0.055921597
4	304554_at	-2.49833887	3	2	0.846	-1.997283405	-0.224561424
4	294320_at	0.033222591	3	2	3.669	-0.042906173	-0.006598986
4	292793_at	-0.784053156	3	2	1.581	-0.582579201	-0.082783737
4	64620_at	1.23255814	3	2	1.269	-0.543584614	-0.079089081
4	24366_at	-0.315614618	3	2	4.61	-0.536932301	-0.078074581
4	311236_at	-0.900332226	3	2	1.566	-0.888798555	-0.100339339
4	296229_at	0.365448505	3	2	1.42	-0.249023708	-0.042441731
4	302987_at	-1.106312292	3	2	1.335	-0.650712381	-0.088282908
4	100361571_at	-0.119601329	3	2	0.932	-0.106560647	-0.017300185
4	360546_at	-1.209302326	3	2	1.436	-0.561504876	-0.081300424
4	81859_at	-0.209302326	3	2	2.788	-0.253574226	-0.042947766
4	499528_at	-0.551495017	3	2	0.876	-0.19310651	-0.032402541
4	304579_at	0.159468439	3	2	2.812	-0.223168919	-0.038187704
4	114217_at	-0.126245847	3	2	3.459	-0.171624669	-0.029651016
4	50599_at	-0.009966777	3	2	2.077	-0.010156193	-0.002030784
4	100359995_at	0.215946844	3	2	2.984	-0.311576783	-0.049701671
4	64183_at	-0.126245847	3	2	2.794	-0.150524776	-0.027199111
4	308000_at	0.189368771	3	2	2.906	-0.237529504	-0.040683879
4	361176_at	0.149501661	3	2	2.887	-0.201445449	-0.034473247
4	366261_at	-0.863787375	3	2	0.564	-0.818202369	-0.100098572
4	316524_at	0.591362126	3	2	2.348	-0.897481283	-0.100339339
4	363144_at	1.42192691	3	2	1.275	-0.961349045	-0.102895364
4	170698_at	1.980066445	3	2	4.153	-1.050863211	-0.108958116
4	303470_at	-0.073089701	3	2	2.824	-0.088214964	-0.014397597
4	29372_at	-0.122923588	3	2	2.102	-0.076278645	-0.012868654
4	171026_at	0.262458472	3	2	1.904	-0.126701448	-0.021519161
4	288108_at	-0.604651163	3	2	2.944	-0.996560419	-0.104743711
4	311840_at	-0.601328904	3	2	2.074	-0.306393242	-0.048933249
4	100912222_at	-0.777408638	3	2	2.391	-0.49918193	-0.074380206
4	362817_at	-0.694352159	3	2	2.494	-1.090274314	-0.109473441
4	64367_at	-0.468438538	3	2	3.95	-0.777731335	-0.097405685
4	301309_at	-1.641196013	3	2	0.069	-0.870609629	-0.100339339
4	192211_at	0.621262458	3	2	1.682	-0.185432503	-0.031334191
4	245962_at	-0.574750831	3	2	2.906	-0.516712037	-0.076012571
4	24678_at	-0.172757475	3	2	1.911	-0.068884052	-0.011453978
4	314312_at	1.013289037	3	2	3.854	-1.035908087	-0.107682749
4	27080_at	0.22923588	3	2	3.217	-0.329187747	-0.051566175
4	289219_at	-0.093023256	3	2	2.644	-0.072789966	-0.012114469
4	289469_at	0.209302326	3	2	3.033	-0.34112601	-0.053755563
4	682360_at	-0.528239203	3	2	2.901	-0.792029397	-0.098627784
4	364033_at	-0.149501661	3	2	2.829	-0.177545081	-0.030426184
4	303922_at	-0.182724252	3	2	3.018	-0.279521587	-0.046217021
4	361994_at	-0.215946844	3	2	1.72	-0.143138328	-0.025700017
4	287275_at	0.093023256	3	2	3.499	-0.114043222	-0.018439907
4	60446_at	0.079734219	3	2	0.895	-0.039289047	-0.006114669
4	310667_at	-0.07641196	3	2	3.761	-0.095670525	-0.015438528
4	313566_at	-0.282392027	3	2	2.303	-0.282238937	-0.046553105
4	100362325_at	1.760797342	3	2	1.27	-1.201685368	-0.112745554
4	297961_at	-0.332225914	3	2	3.079	-0.583766348	-0.08289921
4	312890_at	0.916943522	3	2	0.614	-0.332104546	-0.052211312
4	289318_at	-0.551495017	3	2	2.596	-0.755218711	-0.09542771
4	85237_at	-0.073089701	3	2	3.523	-0.099841058	-0.016131206
4	29757_at	0.335548173	3	2	2.851	-0.397853226	-0.061716598
4	25493_at	-0.471760797	3	2	2.84	-0.355351022	-0.055921597
4	29531_at	-0.009966777	3	2	4.491	-0.011453994	-0.002136126
4	114593_at	-0.199335548	3	2	1.916	-0.207351078	-0.035581103
4	282585_at	0.156146179	3	2	4.091	-0.241947905	-0.041547869
4	298086_at	0.368770764	3	2	2.898	-0.609994567	-0.084711741
4	304023_at	0.325581395	3	2	3.586	-0.445909794	-0.066111507
4	170635_at	-1.262458472	3	2	1.606	-1.138071952	-0.109473441
4	498549_at	0.029900332	3	2	2.814	-0.037720933	-0.00573444
4	299008_at	0.827242525	3	2	2.737	-1.607287293	-0.144140263
4	363103_at	-0.096345515	3	2	3.023	-0.13758488	-0.02412584
4	117242_at	0.734219269	3	2	1.583	-0.165855375	-0.028626939
4	314401_at	0.265780731	3	2	1.628	-0.073391464	-0.012252812
4	64206_at	0.335548173	3	2	4.473	-0.459277339	-0.067419497
4	60667_at	0.411960133	3	2	1.138	-0.401610457	-0.061716598
4	494339_at	-0.534883721	3	2	2.18	-0.945189455	-0.101345214
4	362994_at	-0.03654485	3	2	1.32	-0.012970399	-0.002143477
4	252898_at	0.594684385	3	2	3.629	-0.500808891	-0.074380206
4	300948_at	0.023255814	3	2	3.38	-0.029404451	-0.004556117
4	65036_at	-0.03654485	3	2	2.268	-0.037824041	-0.00573444
4	296084_at	0.471760797	3	2	2.628	-0.747803445	-0.095131343
4	360757_at	-0.275747508	3	2	1.725	-0.16484266	-0.028464617
4	291377_at	0.528239203	3	2	2.291	-0.213283745	-0.036402751
4	295678_at	-0.003322259	3	2	2.366	-0.003352856	-0.000571086
4	29218_at	0.342192691	3	2	2.583	-0.350156005	-0.055135365
4	311078_at	0.053156146	3	2	3.479	-0.068275298	-0.01137324
4	25644_at	-0.049833887	3	2	2.238	-0.050442931	-0.007798986
4	317316_at	-0.53820598	3	2	1.519	-0.213924042	-0.03654248
4	361649_at	-0.016611296	3	2	2.687	-0.020521182	-0.003062705
4	65189_at	-0.013289037	3	2	2.81	-0.013716814	-0.002209168
4	298504_at	-0.372093023	3	2	2.981	-0.210608843	-0.036150288
4	116545_at	0.129568106	3	2	2.121	-0.159971623	-0.028202245
4	498366_at	-0.112956811	3	2	2.841	-0.085641414	-0.014115194
4	364183_at	0.03654485	3	2	3.095	-0.049713905	-0.007630505
4	679937_at	0.156146179	3	2	2.53	-0.06064669	-0.010012305
4	64039_at	0.34551495	3	2	2.5	-0.276289125	-0.045652715
4	692032_at	0.016611296	3	2	2.357	-0.01934469	-0.002904012
4	80897_at	-0.485049834	3	2	3.391	-0.498332591	-0.074238976
4	305811_at	-0.518272425	3	2	1.047	-0.682576666	-0.090205497
4	313583_at	-0.438538206	3	2	2.792	-0.624965663	-0.085634746
4	100912003_at	-3.671096346	3	2	0.423	-3.053433438	-0.486324021
4	299521_at	-0.405315615	3	2	1.927	-0.43474626	-0.06437841
4	362394_at	-0.139534884	3	2	2.589	-0.123889741	-0.020628357
4	303101_at	0.079734219	3	2	2.632	-0.102718825	-0.016880349
4	502782_at	0.521594684	3	2	3.231	-0.882533996	-0.100339339
4	362520_at	0.162790698	3	2	3.02	-0.222866988	-0.038187704
4	171413_at	-0.986710963	3	2	1.683	-0.97017399	-0.103905285
4	362708_at	0.747508306	3	2	1.392	-0.491609541	-0.073407792
4	29513_at	-1.518272425	3	2	1.262	-0.790277776	-0.098513047
4	246334_at	0.631229236	3	2	1.805	-0.268624489	-0.044649143
4	117041_at	-0.126245847	3	2	2.93	-0.176380945	-0.030222185
4	24666_at	0.126245847	3	2	3.175	-0.170056112	-0.029318454
4	170905_at	-1.468438538	3	2	1.479	-1.034886497	-0.107682749
4	300083_at	-0.049833887	3	2	3.199	-0.052509824	-0.008270404
4	171015_at	0.023255814	3	2	3.147	-0.025728304	-0.004097489
4	314140_at	-0.438538206	3	2	2.815	-0.830076179	-0.100339339
4	294321_at	-0.458471761	3	2	2.186	-0.625760864	-0.085738256
4	25310_at	-0.136212625	3	2	0.68	-0.027754633	-0.004363654
4	297481_at	-1.026578073	3	2	2.044	-1.277066042	-0.123841129
4	361722_at	-0.059800664	3	2	3.043	-0.080914687	-0.013620964
4	305076_at	-0.149501661	3	2	2.488	-0.207059451	-0.035476323
4	25087_at	-0.451827243	3	2	4.063	-0.676014605	-0.089894686
4	246268_at	-1.392026578	3	2	0.634	-0.390183545	-0.061195127
4	308607_at	-2.877076412	3	2	1.29	-1.36798123	-0.12795028
4	363924_at	-0.634551495	3	2	1.525	-0.354945563	-0.055921597
4	114906_at	-0.740863787	3	2	2.085	-0.930963917	-0.100339339
4	315962_at	-0.707641196	3	2	1.823	-0.544991221	-0.079165252
4	246305_at	-0.083056478	3	2	1.374	-0.023732206	-0.003933112
4	29691_at	0.661129568	3	2	1.477	-0.208697873	-0.035744337
4	25230_at	0.259136213	3	2	3.015	-0.422007335	-0.062576227
4	85423_at	0.661129568	3	2	2.32	-0.754401483	-0.09542771
4	25464_at	-0.926910299	3	2	2.981	-0.683900984	-0.090205497
4	84430_at	0.023255814	3	2	2.7	-0.022661109	-0.003840444
4	246301_at	0.362126246	3	2	1.784	-0.223365323	-0.038187704
4	361180_at	-0.342192691	3	2	2.248	-0.308927399	-0.049129585
4	316088_at	-1.388704319	3	2	1.15	-0.800564494	-0.098823234
4	100174910_at	0.23255814	3	2	2.891	-0.346426248	-0.054398465
4	680537_at	-0.259136213	3	2	2.447	-0.241400166	-0.041308472
4	308718_at	0.335548173	3	2	3.22	-0.38266435	-0.060289689
4	290851_at	-0.023255814	3	2	2.75	-0.022544836	-0.003840444
4	313085_at	0.335548173	3	2	2.219	-0.433347867	-0.064263887
4	361635_at	0.126245847	3	2	2.886	-0.176332786	-0.030215748
4	362438_at	-0.840531561	3	2	2.223	-0.520151417	-0.076390295
4	171432_at	0.973421927	3	2	3.832	-1.112814807	-0.109473441
4	60584_at	-0.259136213	3	2	1.835	-0.173703275	-0.029736354
4	257648_at	1.009966777	3	2	1.21	-0.642089481	-0.087923415
4	315191_at	-0.056478405	3	2	1.652	-0.040486023	-0.00624529
4	304285_at	0.571428571	3	2	2.461	-0.57235466	-0.082517165
4	310630_at	-0.870431894	3	2	2.415	-0.733640004	-0.094356099
4	298340_at	-1.717607973	3	2	0.521	-0.63740421	-0.087607856
4	171105_at	-1.823920266	3	2	1.292	-1.132553492	-0.109473441
4	116653_at	-0.528239203	3	2	1.466	-0.511243112	-0.075492544
4	310810_at	-0.57807309	3	2	2.806	-1.071175504	-0.109473441
4	29348_at	-1.790697674	3	2	0.849	-0.786173045	-0.098099008
4	308337_at	0.478405316	3	2	1.98	-0.244202863	-0.041949937
4	83516_at	0.647840532	3	2	2.186	-0.504113438	-0.074773207
4	171519_at	-1.810631229	3	2	0.957	-0.49713898	-0.074238976
4	306886_at	-0.186046512	3	2	2.735	-0.225556287	-0.038437162
4	361719_at	-0.146179402	3	2	2.405	-0.200560411	-0.034288824
4	305556_at	-0.720930233	3	2	2.75	-0.825362965	-0.100339339
4	29257_at	-0.009966777	3	2	4.286	-0.011729897	-0.002136126
4	361073_at	0.056478405	3	2	2.651	-0.069429828	-0.011494034
4	25613_at	-3.38538206	3	2	1.097	-1.095795379	-0.109473441
4	314262_at	0.910299003	3	2	2.435	-1.622242392	-0.144140263
4	171581_at	-0.571428571	3	2	1.711	-0.58629187	-0.083310776
4	115768_at	0.534883721	3	2	2.137	-0.181382103	-0.030959645
4	300678_at	-0.34551495	3	2	1.749	-0.086186605	-0.014186667
4	367328_at	0.139534884	3	2	2.632	-0.177135751	-0.030315381
4	309112_at	1.142857143	3	2	2.746	-1.674557615	-0.146542112
4	365192_at	0.205980066	3	2	2.156	-0.102342938	-0.016804241
4	307524_at	0.448504983	3	2	2.947	-0.543757175	-0.079089081
4	362896_at	0.332225914	3	2	2.48	-0.338609926	-0.053578436
4	315072_at	0.524916944	3	2	1.205	-0.395451623	-0.061716598
4	311423_at	-0.275747508	3	2	2.231	-0.403896624	-0.061716598
4	50689_at	-0.96013289	3	2	2.507	-1.133077396	-0.109473441
4	498667_at	-0.126245847	3	2	1.164	-0.045179099	-0.00695308
4	361346_at	-0.431893688	3	2	2.125	-0.486411726	-0.072267102
4	362120_at	-0.07641196	3	2	3.093	-0.089411348	-0.014397597
4	24667_at	-0.112956811	3	2	3.381	-0.15179126	-0.027297264
4	65271_at	0.445182724	3	2	1.537	-0.180381385	-0.030702995
4	294231_at	0.631229236	3	2	2.814	-0.907597016	-0.100339339
4	679906_at	0.38538206	3	2	3.09	-0.438588365	-0.064833741
4	494521_at	-0.086378738	3	2	2.655	-0.098279988	-0.015884284
4	366403_at	-0.810631229	3	2	2.064	-0.800735303	-0.098823234
4	102549710_at	0.737541528	3	2	2.63	-0.594862632	-0.083734709
4	679572_at	0.122923588	3	2	3.521	-0.18259789	-0.031036822
4	304577_at	-0.15282392	3	2	3.189	-0.200374358	-0.034189077
4	360579_at	-0.451827243	3	2	4.279	-0.699412766	-0.092080181
4	25458_at	0.34551495	3	2	3.108	-0.558272194	-0.080419813
4	292684_at	0.697674419	3	2	1.35	-0.360086288	-0.056362348
4	66031_at	-0.222591362	3	2	2.111	-0.274137066	-0.045564965
4	25268_at	0.11627907	3	2	4.078	-0.140764772	-0.025064063
4	498675_at	0.6910299	3	2	1.604	-0.26585636	-0.044095514
4	685729_at	0.252491694	3	2	3.328	-0.426154238	-0.063084055
4	681989_at	0.166112957	3	2	2.868	-0.257342003	-0.043217677
4	499669_at	-1.215946844	3	2	1.433	-0.583106082	-0.08289921
4	293144_at	-0.481727575	3	2	2.677	-0.544193215	-0.079105029
4	303690_at	-2.342192691	3	2	1.649	-0.675907308	-0.089894686
4	117180_at	0.132890365	3	2	3.589	-0.183948344	-0.031173456
4	362528_at	-0.186046512	3	2	2.536	-0.192170137	-0.032280942
4	303000_at	0.282392027	3	2	2.326	-0.42815985	-0.063468343
4	25053_at	0.455149502	3	2	4.478	-0.391516967	-0.061603686
4	288533_at	0.049833887	3	2	2.898	-0.05074878	-0.007881695
4	499529_at	-0.23255814	3	2	2.998	-0.306735388	-0.048986843
4	303185_at	0.601328904	3	2	3.164	-0.881828875	-0.100339339
4	681429_at	0.132890365	3	2	2.829	-0.107649117	-0.017359458
4	298020_at	-0.365448505	3	2	2.183	-0.640075284	-0.087913909
4	25098_at	-0.425249169	3	2	2.446	-0.783610807	-0.098087788
4	296384_at	0.996677741	3	2	1.78	-0.318709247	-0.050961944
4	170673_at	-0.986710963	3	2	1.939	-1.666582268	-0.146111124
4	296730_at	-0.378737542	3	2	0.919	-0.42474964	-0.063036405
4	306872_at	0.318936877	3	2	1.541	-0.162381179	-0.028394918
4	306805_at	0.431893688	3	2	1.772	-0.355986788	-0.055921597
4	316330_at	0.541528239	3	2	1.23	-0.359072592	-0.056168022
4	24259_at	1.601328904	3	2	1.578	-1.420484024	-0.129510328
4	60450_at	-0.059800664	3	2	1.752	-0.017490864	-0.002588916
4	308959_at	-0.465116279	3	2	1.268	-0.185050244	-0.031207855
4	290875_at	-0.495016611	3	2	2.828	-0.627148486	-0.086197517
4	81721_at	-0.099667774	3	2	1.217	-0.075820711	-0.012868654
4	305482_at	-0.325581395	3	2	2.842	-0.552210868	-0.080256554
4	25203_at	-1.993355482	3	2	2.262	-1.64009926	-0.144140263
4	303059_at	-0.328903654	3	2	1.73	-0.175901431	-0.03013354
4	287003_at	0.667774086	3	2	0.862	-0.567545766	-0.081744756
4	679155_at	0.086378738	3	2	1.832	-0.104797214	-0.017074747
4	305055_at	-0.023255814	3	2	2.551	-0.01831186	-0.002661231
4	314630_at	-0.392026578	3	2	2.333	-0.485058252	-0.071703727
4	315728_at	2.398671096	3	2	1.452	-1.039286218	-0.108642609
4	65134_at	-0.07641196	3	2	2.975	-0.104473608	-0.017053934
4	24329_at	0.239202658	3	2	3.626	-0.174877583	-0.029945682
4	290744_at	-0.053156146	3	2	2.692	-0.065863335	-0.010813451
4	680080_at	0.225913621	3	2	3.334	-0.327284117	-0.051195252
4	286936_at	-0.903654485	3	2	0.836	-0.503402125	-0.074589225
4	293862_at	0.089700997	3	2	3.118	-0.129103413	-0.022108223
4	305974_at	-1.581395349	3	2	1.211	-0.471492948	-0.068934011
4	365668_at	-0.089700997	3	2	3.147	-0.108770176	-0.017475991
4	309638_at	-0.249169435	3	2	2.775	-0.342369524	-0.053907155
4	100910826_at	0	3	2	1.014	-0.000291789	-0.000123879
4	294048_at	-0.717607973	3	2	2.942	-1.021101664	-0.107682749
4	689055_at	-0.026578073	3	2	1.269	-0.005311428	-0.000889517
4	287622_at	0.415282392	3	2	3.076	-0.756665655	-0.09542771
4	316640_at	-0.272425249	3	2	2.689	-0.388662047	-0.061169809
4	24747_at	-0.750830565	3	2	2.161	-0.464685912	-0.067792016
4	360625_at	-0.096345515	3	2	1.662	-0.074670225	-0.012649384
4	287178_at	-0.215946844	3	2	2.45	-0.265382459	-0.044095514
4	60587_at	-0.993355482	3	2	1.203	-0.409488633	-0.061716598
4	81828_at	-0.26910299	3	2	1.553	-0.157734392	-0.027889441
4	366170_at	-0.029900332	3	2	2.795	-0.024460599	-0.003954619
4	311209_at	-0.372093023	3	2	2.207	-0.606843915	-0.084711741
4	81732_at	-0.411960133	3	2	3.376	-0.512266211	-0.075492544
4	192259_at	0.631229236	3	2	1.713	-0.764909586	-0.095614671
4	25704_at	-0.478405316	3	2	1.528	-0.401528922	-0.061716598
4	81756_at	-0.684385382	3	2	2.611	-0.509467067	-0.075492544
4	60586_at	0.186046512	3	2	3.334	-0.275360372	-0.045564965
4	361969_at	-0.149501661	3	2	4.595	-0.220891208	-0.037701629
4	29426_at	0.07641196	3	2	4.296	-0.108362914	-0.017378792
4	304503_at	-0.475083056	3	2	2.451	-0.601189611	-0.083841373
4	292486_at	2.531561462	3	2	3.535	-3.165454501	-0.500851111
4	25113_at	-0.488372093	3	2	2.077	-0.413909431	-0.061818189
4	286921_at	0.388704319	3	2	2.078	-0.122430356	-0.020389473
4	303612_at	0.102990033	3	2	3.208	-0.101275698	-0.016701375
4	305000_at	-1.747508306	3	2	1.553	-2.518909192	-0.393655435
4	362591_at	0.122923588	3	2	2.833	-0.186630656	-0.031483243
4	685781_at	-0.471760797	3	2	1.87	-0.490024728	-0.073098316
4	300033_at	-0.202657807	3	2	3.431	-0.29735721	-0.048293301
4	305970_at	-2.312292359	3	2	0.761	-1.258224886	-0.123841129
4	25747_at	0.418604651	3	2	2.209	-0.258860951	-0.043288969
4	287168_at	-0.142857143	3	2	0.568	-0.15809326	-0.027941914
4	306460_at	-4.428571429	3	2	0.271	-3.296629233	-0.5071478
4	360243_at	-2.544850498	3	2	2.18	-1.707591866	-0.159117973
4	313243_at	0.132890365	3	2	2.851	-0.132479645	-0.023102036
